"","t_3_3_12","t_3_5_5","t_3_5_21","t_3_6_17","t_3_7_2","t_3_8_14","t_3_9_18","t_3_10_22","t_3_11_12","t_3_12_16","t_4_2_19","t_4_3_17","t_4_4_22","t_4_5_19","t_4_6_17","t_4_7_14","t_4_8_25","t_4_9_22","t_4_10_14","t_4_11_17","t_4_12_15","t_5_1_19","t_5_2_16","t_5_3_16","t_5_4_20","t_5_5_4","t_5_5_11","t_5_6_14","t_5_7_19","t_5_8_17","t_5_9_15","t_5_10_20","t_5_11_17","t_5_12_13","t_6_1_18","t_6_2_22","t_6_3_29","t_6_4_19","t_6_6_20","t_6_7_25","t_6_8_24","t_6_9_13","t_6_10_15","t_7_2_14","t_7_4_4","t_7_5_21","t_7_6_NA","t_7_8_NA","t_7_9_20","t_7_11_14","t_7_12_17","t_8_3_19","t_8_4_22","t_8_5_14","t_8_6_18","t_8_7_9","t_8_8_20","t_8_9_22","t_8_10_20","t_8_11_20","t_8_12_11","t_9_2_18","t_9_3_11","t_9_4_23","t_9_5_13","t_9_6_18","t_9_7_9","t_9_8_19","t_9_9_24","t_9_10_22","t_9_11_12","t_9_12_23","t_10_1_28","t_10_2_11","t_10_3_24","t_10_4_27","t_10_5_17","t_10_6_29","t_10_7_21","t_10_8_11","t_10_9_15","t_10_10_21","t_10_11_23","t_10_12_16","t_11_1_11"
"CMAX_ARISA_640.6",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0,0,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0,0,na,na,0,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,na,0,na,0,0,0.000286022023695825,0,0,0,na,na,na,0.000233013747811121,0.000444024421343174,0,na,0,na,0,0,na,0,0.000866057159772545,0,na
"CMAX_ARISA_642.6",0,na,0,0,0,na,0,0.000520030681810227,na,na,na,0,0,0,0,0,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0,0.00139306268782095,na,na,0.000345017595897391,0,0,0,na,0,0,0.00200409619661744,na,na,na,na,na,na,na,na,na,0,0,0,0,0.000415021996165797,0,0.00236013452766808,0.000491023569131318,0,na,0,na,0.00164609547353747,0.000828046370596753,0.0012800985675897,0,0,0,na,na,na,0.00131007729456038,0.00164409042497337,0.000220012980765865,na,0,na,0,0.000519026470349988,na,0,0,0,na
"CMAX_ARISA_644.9",0,na,0.00270715160048963,0.00145107255362768,0.00728238596645622,na,0,0,na,na,na,0.00212711060975171,0.000734040372220472,0,0,0.000412021013071667,0,0,0,0,0.00108605104439909,na,na,0.00517622257757084,0,na,0,na,na,na,0,0,na,na,0,0,0.00439422849988199,0,na,0.00077804279235358,0.000461022590106915,0,na,na,na,na,na,na,na,na,na,0,0.000822040279973719,0,0,0,0,0,0.000430020640990768,0,na,0,na,0,0,0,0,0,0,na,na,na,0,0,0.00123707298730625,na,0,na,0,0,na,0,0,0,na
"CMAX_ARISA_646.9",0.0108525751864849,na,0.00293616442520781,0.00186409320466023,0,na,0.00474826590289056,0.00240114166735837,na,na,na,0.00343117842127791,0.00103505692813105,0,0.00247513860776203,0.00183409353877048,0.00239111238228197,0.00223813428805728,0,0,0.00371617466020903,na,na,0.0119055119370133,0.00156307033816522,na,0,na,na,na,0.000912037393533135,0.00093704216689751,na,na,0.000613031264594494,0.000637031214529512,0.00517026885398041,0.00343617180859043,na,0.000932051262819455,0,0.00767336832167944,na,na,na,na,na,na,na,na,na,0.0106784912105957,0.00449122006978342,0.0145688158536878,0.00150108856422529,0.00578930683326216,0.00216111237784365,0.000630035912046987,0.000728034945677393,0.000167013361068885,na,0.000956067880819538,na,0.00056503277190077,0,0.00084606514701632,0.000555037187491562,0,0.0068474930194974,na,na,na,0.00341020120187091,0.00218312007160394,0.00104606171764134,na,0,na,0,0.00129406599736587,na,0.000683036883991736,0.0052163442787224,0,na
"CMAX_ARISA_647.7",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0.000655036682054195,0.000977049829541307,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0.00132205420422237,0,na,na,0.00043302208412629,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.000327016023785165,0.0057693230820926,0.00138408166081799,0.00476925277039683,0.00476724789689064,0.000362020635176205,0,0,na,0.00047903401141481,na,0,0,0.0012460959493881,0,0,0,na,na,na,0,0.000529029096600313,0,na,0,na,0,0,na,0.000722038990105466,0.00151409993059542,0,na
"CMAX_ARISA_650.2",0,na,0.000280015680878129,0.000996049802490124,0,na,0.00355719920315538,0,na,na,na,0.00140507306379932,0,0,0,0.00586529913025564,0,0.00280316819009141,0,0.00118905707473959,0.000629029564389526,na,na,0,0,na,0.000995037811436835,na,na,na,0,0.00167407533339,na,na,0.000880044882288997,0,0.00215411201382472,0.000435021751087554,na,0.000696038282105516,0,0,na,na,na,na,na,na,na,na,na,0.00158607295935613,0,0.0015480866928548,0.000816048146840664,0.0048532572226328,0,0,0.00122105861081332,0.00227818225458037,na,0.00133109450771005,na,0.0185070734102578,0.0175009800548831,0.00147111327572223,0.00180112067508523,0.000413020237991662,0.00185313342560664,na,na,na,0.00138708183782843,0.000766042132317277,0,na,0,na,0,0,na,0.000637034399857592,0.000647042704818518,0,na
"CMAX_ARISA_653.1",0.00268314220653695,na,0.000810045362540302,0.00357317865893295,0.00427622664001192,na,0.0062393494035666,0.00288817040205372,na,na,na,0.00227911851416274,0.000947052087864833,0.0027041649540622,0.0181720176329874,0.0143767332133939,0.0163117666530327,0.00745544732683961,0.00499725985751259,0.00471222618685697,0.00428220126345938,na,na,0.00512822051348208,0,na,0.00302711503037115,na,na,na,0.00369915166521827,0.00376916961263257,na,na,0.00680434702169811,0.00231711353856339,0,0.00191809590479524,na,0.00436524008820485,0.00144307071046481,0.000985047282269549,na,na,na,na,na,na,na,na,na,0.00363616726369413,0,0.0033061851463682,0.0062733701288376,0.0110905878011535,0.0048292511210583,0.00764543578984002,0.00476122853896987,0.00261320905672454,na,0.00526037348651754,na,0.0191211090243234,0.0162089076988311,0.00659350770009291,0.0105977100465731,0.000947046405273858,0.00732452736597035,na,na,na,0.00638937697324142,0.00677337253548945,0,na,0,na,0,0.0143817334684069,na,0.00570130787062501,0.0137279060417988,0.0190941074582326,na
"CMAX_ARISA_654.9",0,na,0.000277015512868721,0.00169908495424771,0,na,0.00138107734033106,0.00778245916509074,na,na,na,0,0.000386021231167714,0,0,0.00249812740449763,0.00569826781858747,0.00423325399523971,0,0.00252512120581788,0.00471922180342476,na,na,0,0,na,0,na,na,na,0.00216408872763783,0,na,na,0.00146507471881066,0.00454722281391788,0,0,na,0.00481026456455105,0,0,na,na,na,na,na,na,na,na,na,0.00096104420803357,0,0.00158608882097397,0.00194511476177094,0.00318916902595838,0.00766039834071372,0,0,0.00248319865589247,na,0.00421429921524428,na,0.00903152382838205,0.0110366180506108,0.00298723001671129,0.00308320657484051,0,0.00189913673784512,na,na,na,0.003751221322058,0.00526028931591237,0.00155809192742372,na,0,na,0,0.00215711001261064,na,0.00619233438605685,0.00382925273068022,0.00433225127057369,na
"CMAX_ARISA_657.6",0.00109505803807602,na,0.00141507924443769,0.00264513225661283,0,na,0,0.00731343149245805,na,na,na,0.00153908003216167,0,0,0,0.00772339389308855,0.00678531890998877,0.00181510890653439,0.00148807738002376,0.00639530697473479,0.00221810425089979,na,na,0.00177507632828212,0.000928041761879284,na,0.00332812646880581,na,na,na,0.00175107179394355,0.019291868134066,na,na,0.00973549651032203,0.00535426235885558,0,0.00733036651832592,na,0,0.00637331229230232,0.0214950317615246,na,na,na,na,na,na,na,na,na,0.00221110171067869,0.00240211770376748,0.000415023241301513,0.0028521682779284,0,0.00410421341909779,0.00603734412861533,0.0106045090164328,0.00318125450036003,na,0,na,0.00837548577817513,0.0160068963861976,0.00534141128866923,0.00657544055451715,0.00443021708063695,0.00477134353673464,na,na,na,0.0123117263918571,0.00784543149873243,0.00466027495622242,na,0.00307610151134987,na,0.0018450645772602,0.00398220309235771,na,0.00738539881153582,0.00396126144325526,0.00546031669836851,na
"CMAX_ARISA_659",0,na,0,0,0,na,0.0388571760018561,0,na,na,na,0,0,0,0,0,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0.00211208659555042,0,na,na,0,0,0,0,na,0.0102835655961078,0.0100444921801168,0,na,na,na,na,na,na,na,na,na,0.00293113483220228,0.00349617131239431,0,0,0,0,0,0,0,na,0,na,0.00285816577361487,0.00761642651988511,0,0,0.00452922193187466,0.00753754270307462,na,na,na,0.00371621925693616,0.00374920620634135,0,na,0.00377712464511329,na,0.00865830304060642,0.00131106686441009,na,0,0,0,na
"CMAX_ARISA_662",0.0590571300278915,na,0.0396102181722176,0.0451822591129556,0.0561159741466298,na,0.0291236309233317,0.0520210692430853,na,na,na,0.0606421533919764,0.0383691103010666,0.0697262533014514,0.0812495499747986,0.0736367554745292,0.0606448503079645,0.0445346720803248,0.0324226859796709,0.0490243531689521,0.0536515216215162,na,na,0.0470340224629659,0.0408648389177513,na,0.0412745684336005,na,na,na,0.0338463877018958,0.0612457560590227,na,na,0.0527256890101395,0.0698314217396652,0.0762189633860961,0.0537466873343667,na,0.0535469450819795,0.049596430225081,0.0597898699137559,na,na,na,na,na,na,na,na,na,0.0350106104880824,0.0281483792705843,0.0654666661333035,0.064040778405926,0.0506906866063901,0,0.0616975167584552,0.0849380770276973,0.0668403472277782,na,0.0535077990537328,na,0.0176330227153175,0.0317577784355924,0.0484887336324897,0.0386875920686686,0,0.0329203702666592,na,na,na,0.0279496490292927,0,0,na,0,na,0.0321121239243374,0.0503305668589098,na,0,0.0579488246224251,0.0735572663214466,na
"CMAX_ARISA_662.8",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0,0,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0.00642826355880591,0,na,na,0.0241642323758512,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.0165028086376232,0.0390311857464018,0.024051419033723,0,0.057865008980467,0.0213402163923344,0,0,na,0.00729151769775654,na,0.00687639883113221,0,0.0201465512844489,0,0,0.0120328663663784,na,na,na,0.0185300932755033,0.0293026116436404,0,na,0,na,0,0.0212660845703131,na,0.0350618933422405,0.0165020891378831,0.0155609025323469,na
"CMAX_ARISA_663.4",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0,0,0,0,0,0,0,na,na,0,0.0131485916866259,na,0,na,na,na,0,0,na,na,0,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0.0328087388631597,0,0,0,0,na,0.00644345748548147,na,0.00252014616847777,0.00218912259086509,0.00577444463223668,0.0120018041208761,0,0,na,na,na,0,0,0,na,0,na,0,0,na,0.00814443979974919,0,0,na
"CMAX_ARISA_666.4",0.0575220486685794,na,0.119432688230541,0.0653102655132757,0.0880536668443428,na,0.0514348803532998,0.0610716032245902,na,na,na,0.0962510050522627,0.0927000985054178,0.0474308932844903,0.0226992711591849,0.108934555662339,0.101360763955906,0.0809028541712503,0.0866455055662894,0.151078251756084,0.123723815019306,na,na,0.0782903664857589,0.0329694836267632,na,0.112823287284917,na,na,na,0.052148138073661,0.0710611977538989,na,na,0.0777439649422121,0.0650811889782599,0.059991119538216,0.0563988199409971,na,0.0893559145753016,0.0697624183584996,0.0569847352672928,na,na,na,na,na,na,na,na,na,0.0676491118591455,0.0400639631341936,0.0574972198443113,0.0600265415659524,0.0462964537120467,0.0569169596819035,0.0377201500485528,0.0646391026769285,0.0428704296343708,na,0.0198394085980105,na,0.0180580473667473,0.0261314633619483,0.0876037454884026,0.0663844477579998,0.174917570960977,0.0919946236129001,na,na,na,0.0730943125644413,0.101524583852112,0.24761560932095,na,0.306138102557384,na,0.174439105368688,0.104941352008952,na,0.0179619699463771,0.0690205553566535,0.0793816041330397,na
"CMAX_ARISA_667.6",0,na,0,0.0146367318365918,0,na,0.0129127231124943,0,na,na,na,0,0,0,0.0074364164393206,0.0196210006710342,0.0280893201980493,0,0,0,0.0445790952174752,na,na,0,0,na,0.0455117294457189,na,na,na,0,0,na,na,0.0162078265991566,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.0188329228132178,0.0138047730672918,0.0166579828209864,0.0165048747583622,0,0.0319998239899674,0,0.00784362749019922,na,0.00511636326179159,na,0.00353120480987897,0.0055483107053995,0,0.0116817826794395,0.02214908530518,0.0123108863838196,na,na,na,0.0364631513259282,0.0277455260039302,0,na,0.0279049208623885,na,0.0502697594415805,0,na,0,0,0,na
"CMAX_ARISA_670.5",0.0273914517469426,na,0.067306769179074,0.024183209160458,0.0365349363516266,na,0.0189530613714368,0.0214962682798285,na,na,na,0.0654174017048886,0.0227112491187015,0.0359071903386107,0.0212501900106406,0.0536717372586002,0.0321365104159895,0.0480428825729544,0.0380609791709169,0.0567417236027329,0.0824858768362113,na,na,0.0710220539483198,0.0257311579021056,na,0.01780467657771,na,na,na,0.0476819549601534,0.0632758474131336,na,na,0.0611271174829916,0.0646811693772995,0.0352728341873777,0.0490344517225861,na,0.0292926110936102,0.052443569734917,0.0652581323903547,na,na,na,na,na,na,na,na,na,0.0414119049476276,0.0323405846886497,0.037050074804189,0.0366921648377254,0.0287585242017827,0.0482285078824099,0.0361870626625718,0,0.0498599887991039,na,0.0225145985364961,na,0.0100715841518808,0.016229908874897,0.0744927359406674,0.0484472459654797,0.0690133816557011,0.0793907161315615,na,na,na,0.0684670395553338,0.0809114501297571,0.0892742671817637,na,0.0700063102082369,na,0.0719105168680904,0.0798370716906562,na,0.115272224700134,0.043596877393908,0.0808176874258707,na
"CMAX_ARISA_671.2",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0.00925451825302217,0,0,0,0,0,0,na,na,0,0,na,0.00940735747958422,na,na,na,0,0,na,na,0,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.00681433390236121,0,0,0,0,0,0,0.0078136250900072,na,0.00427730368856189,na,0.00257414930065944,0.00501528085572792,0,0.00562637696725681,0.00471023080130926,0,na,na,na,0.00910753734470334,0.0100505527804029,0.00944855746489043,na,0.00363712002496082,na,0.00782827398958964,0,na,0.017903966814208,0,0,na
"CMAX_ARISA_674.2",0.00223311835527283,na,0.000919051466882145,0.0024271213560678,0,na,0.00555531109742146,0.000818048264847626,na,na,na,0.00169008788457,0.00111206116336399,0,0.0317747793876457,0.00596630428151836,0.00422019834932242,0.00520131207872472,0,0.00431120693793302,0.00368217306213392,na,na,0,0.0103874674360346,na,0.00866332920650985,na,na,na,0.00997240886876362,0,na,na,0,0,0,0.00333016650832542,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.00751136805703479,0.00295816565727681,0,0,0,0,0,0.00307424593967517,na,0.022077567507293,na,0.0182580589674201,0.0324058147256246,0.00390830093917232,0.0135219059676998,0.00928845513430158,0.00990871342736677,na,na,na,0.00376522214810674,0.0109496022281225,0.0188031093834536,na,0.0102803392511953,na,0.0181996369872946,0.00426221737308603,na,0.00219911875241263,0.00405126738364732,0.00698240497948881,na
"CMAX_ARISA_676.9",0.00445123591550352,na,0.00132307409214916,0.00186209310465523,0,na,0.0076684294320482,0.00333319665860286,na,na,na,0.00216211242984635,0.00168009240508228,0.0100736144904839,0.0280495707759635,0.00532027133383803,0.00576627101473769,0.00268116086965218,0.0039602059307084,0.00426520472982703,0.00943844360684952,na,na,0.00517322244856529,0,na,0.00659825073352787,na,na,na,0,0,na,na,0.00887045239307205,0.00568227843164315,0.00342317800525627,0.00862043102155108,na,0.00159508772982514,0,0.00526925292414036,na,na,na,na,na,na,na,na,na,0.00171007866361853,0,0.00191110702199323,0.0018781108085377,0.00220311676518856,0,0.00186910653907273,0.0158957629966238,0.00453836306904552,na,0.0255428135397613,na,0.0198041486406212,0.0295306537166081,0.0058634514857644,0.00795353288670341,0.00891843700341317,0.0104947556224048,na,na,na,0.00922854448412456,0.00863747506112836,0.0113036669163481,na,0.00866828605343976,na,0.0117064097243404,0.00315516091320657,na,0.00542029269580557,0.00420127728430076,0.00452926269723644,na
"CMAX_ARISA_679.4",0,na,0,0,0,na,0,0,na,na,na,0.00682635497045846,0,0,0.0306397158240861,0,0.0243261433287364,0.00705342320539232,0,0,0.00382517978344982,na,na,0,0,na,0.00223208481922313,na,na,na,0.00248410184817578,0,na,na,0,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0.000997045864109749,0,0,0.00826948789978609,0.00112405957515748,0,0,0,0.0058634690775262,na,0.0214425224190918,na,0.0178390346640105,0.0217832198603122,0.00649049976848217,0.00264217702586073,0.0133476540350477,0.00327623588898401,na,na,na,0.00375322144006496,0.00616033881863502,0.0161569532602424,na,0.019093630089793,na,0.0209597335906757,0.00837742724878969,na,0.0019991079518294,0.0172081357369586,0.00692940190531051,na
"CMAX_ARISA_682.4",0.0126016678883981,na,0.032525821446001,0.0216560828041402,0.0413751928852229,na,0.0795364540414263,0.0355370966887046,na,na,na,0.0147537671958942,0.00717539464670557,0.0128577843248438,0.0520989175393822,0.0428051830643363,0.0108365093159378,0.0151759105546333,0.0224381667846728,0.0216330383858425,0.0221370404409007,na,na,0.00980042141812098,0,na,0.0322592258505823,na,na,na,0.0114774705762936,0.0288142966433489,na,na,0.0305515581294646,0.018977929918566,0.00842243796677427,0.0180259012950648,na,0.0244133427338504,0.0271373297291567,0.0305284653663376,na,na,na,na,na,na,na,na,na,0.0206749510477482,0.0040311975286789,0.0500148008288464,0.0172570181640717,0.0257883667834395,0.0311766211843016,0.0428884446413446,0.0416179976638879,0.0214607168573486,na,0.0407858957986017,na,0.0277856115654708,0.0545370540750282,0.0189564596473928,0.0478732075049028,0.0233371435200325,0.0721711963261355,na,na,na,0.0248054635223478,0.021300171509433,0.0293957343483266,na,0.0192906365910075,na,0.0478776757186502,0.0376229187688572,na,0.0342758508959484,0.0118697834057048,0.0240703960829728,na
"CMAX_ARISA_683.9",0,na,0,0,0,na,0,0.00945655793691828,na,na,na,0,0,0,0.00891449921195587,0,0,0,0,0,0,na,na,0,0.00953642913931127,na,0.00541420573981811,na,na,na,0,0.00784435299588481,na,na,0,0.00915244846997503,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.00127806262506863,0,0.00569633608382895,0,0,0,0,0.0396271701736139,na,0.0175922490496825,na,0.0122857125713291,0.0178780011680654,0.00644349614920349,0.00914061242103221,0.013046639285325,0,na,na,na,0.00907453539758846,0.00812344678957343,0,na,0,na,0,0.00679334646066949,na,0.00178709650321117,0,0,na
"CMAX_ARISA_686.9",0.0437963212050239,na,0.112288288144136,0.0513435671783589,0.0797822284581083,na,0.0451725296616611,0.0373922061401623,na,na,na,0.105344477912851,0.09139502672647,0.0660380283197275,0.0245403742609586,0.0772659405629687,0.067716182660585,0.0672820369222153,0.0643573465820223,0.0611629358209194,0.0254221948431576,na,na,0.0320633787252852,0.0158897150371767,na,0.0827751454555273,na,na,na,0.0289411865886501,0.0858228620287913,na,na,0.0323656506481831,0.0518455404314811,0.0735148227707841,0.0685394269713486,na,0.0930201161063859,0.0527295837496037,0.0691253180152647,na,na,na,na,na,na,na,na,na,0.0479092038233759,0.0253372415248347,0.0636455641515925,0.0479658299839691,0.0542328743423401,0.0424202058507042,0.0347659816609547,0.025962246187817,0.0380460436834947,na,0.0298711208495803,na,0.0130117546817715,0.0277255526309473,0.0572434077423962,0.0457770670634933,0.0305104950142557,0.0627485178932883,na,na,na,0.032748932186999,0.0418112996214792,0.0913303884929211,na,0.169163582398219,na,0.11662008170286,0.0782359900354918,na,0.0216781706212135,0.0454319985119018,0.0471627354386554,na
"CMAX_ARISA_689.8",0,na,0,0.00063803190159508,0,na,0.01146364196395,0,na,na,na,0.00301515678815298,0,0,0,0,0.00586527566795639,0,0,0,0,na,na,0.0299812891954354,0.0177497987409433,na,0.054583074156818,na,na,na,0.0192507892823606,0,na,na,0.0240402260515286,0,0,0,na,0,0.0487223873969825,0,na,na,na,na,na,na,na,na,na,0.0447770597447483,0.0387728998720937,0,0,0,0.0234512194634121,0,0.0191989215482343,0.0291603328266261,na,0.00898963826431677,na,0.00485928183834662,0.00235213171937629,0.0220386969796674,0.0415357828974541,0.0128526297788592,0.03468749749982,na,na,na,0.0253924981573913,0.0372890508977994,0.0465387457860014,na,0.0349251525300335,na,0.0387253553874386,0.00713636395456168,na,0.011247607370798,0.00415127398408295,0.00717741629014483,na
"CMAX_ARISA_692.2",0.00138207324988224,na,0.00208811693454833,0.000179008950447522,0,na,0.00649036346035378,0.00887252347888525,na,na,na,0.00385820062643257,0,0.00133008113494923,0.00299016744937716,0.00840442862585992,0,0,0.00125806541940181,0.00370417780053443,0.0139606561508391,na,na,0,0.00512823077038467,na,0,na,na,na,0.00795132600436618,0,na,na,0.00429521905617187,0,0,0,na,0,0.00842441279622701,0,na,na,na,na,na,na,na,na,na,0.00328415107094926,0.0078753858939088,0.00855747921883626,0,0,0,0,0.0102734931276701,0.00221417713417073,na,0.00523437164038647,na,0,0.00146408198859136,0.00568443770170303,0.00808654179830049,0.00267613113042539,0.00369326591514589,na,na,na,0.0182950794096852,0.0084004620254114,0.00664539207813261,na,0.00287609491113207,na,0.0106583730430565,0.00257413128069532,na,0.00563930452244421,0.00277718329409741,0.00627636402911369,na
"CMAX_ARISA_694.1",0,na,0.00175309817349772,0,0,na,0.00103505796324594,0,na,na,na,0,0,0.00199412164142013,0.00256414359204115,0.00105505380774419,0,0,0,0.000592028417364034,0.00169907985675327,na,na,0,0.00279612582566215,na,0.0274290423036075,na,na,na,0,0,na,na,0,0,0,0.000142007100355018,na,0.00101405577306752,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0.00125606657152829,0,0.0290946583955285,0,0.0048783902712217,na,0.00327823275452557,na,0,0,0.00305823548413228,0.00156410479502127,0.00069803420367598,0.00202514581049836,na,na,na,0.00723942712620045,0.00606433353834461,0,na,0,na,0.00382913401969069,0,na,0.0039672142295684,0.000311020527354805,0,na
"CMAX_ARISA_697",0,na,0.000590033041850344,0,0,na,0.00374420967574184,0,na,na,na,0,0,0,0.000680038082132599,0.000641032692667326,0,0.000646038762325739,0,0,0,na,na,0,0,na,0.0221118402499295,na,na,na,0,0,na,na,0.00129806620137627,0,0,0,na,0.00066403652200871,0.000405019845972453,0,na,na,na,na,na,na,na,na,na,0,0.000518025383243779,0,0,0.00018800996452812,0,0.000423024112374405,0.00196809446853449,0.00619749579966397,na,0.00309221954758788,na,0,0,0.00169813075606822,0,0,0.000898064660655567,na,na,na,0.00143208449298509,0.00205311292121067,0,na,0,na,0,0,na,0.00135207301194264,0,0,na
"CMAX_ARISA_698.2",0,na,0,0,0,na,0.00256914387205684,0.00053903180287637,na,na,na,0,0,0,0,0,0.00133406270094694,0.000716042962577755,0,0,0,na,na,0,0,na,0.000395015010570402,na,na,na,0,0,na,na,0,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0.00113706481269432,0,0.00033102648211857,na,0.000438031100208115,na,0,0,0,0,0,0,na,na,na,0.00105306213066571,0.00130407172394482,0,na,0,na,0,0,na,0,0,0.00137007946460895,na
"CMAX_ARISA_700.7",0.000626033179758527,na,0.000231012936724457,0.000333016650832542,0.0058043076283043,na,0.00986955269495092,0.0030541801966316,na,na,na,0.00117506110317737,0,0,0,0.0161248223659407,0.0091614305872376,0.00436426185571134,0,0.0039161879770229,0.00234711031418477,na,na,0,0,na,0.000305011590440437,na,na,na,0,0,na,na,0.00205710491235053,0.00253412417208443,0,0,na,0,0.00484623746563582,0.00259912475798838,na,na,na,na,na,na,na,na,na,0.000213009798450729,0,0,0,0,0,0,0,0,na,0,na,0,0,0,0,0,0,na,na,na,0.00600635437490812,0.00502427633519844,0.0025591509899084,na,0,na,0.00495317336106764,0.00430421951519528,na,0,0.00176111623367142,0.0042902488344324,na
"CMAX_ARISA_703.7",0.000637033762789428,na,0.000835046762618707,0.00107505375268763,0.00688036465932694,na,0.00673337706911587,0.00375722167607889,na,na,na,0.00123506422333961,0,0,0.0252524141351916,0.0218181127237489,0.0190158937470061,0.00346720803248195,0,0.00173508328399763,0.0010980516084256,na,na,0,0,na,0,na,na,na,0,0.00214209639433774,na,na,0.00738637670521197,0.00185309080144927,0,0,na,0.0207271399926996,0.00495924300290714,0.00473622733891227,na,na,na,na,na,na,na,na,na,0.00161007406340692,0,0.00438224540574272,0.00385622751742353,0.00605232077300097,0.0157288178985307,0.0149168502604648,0.015945765396739,0.0101948155852468,na,0.0239597011387809,na,0.00584533902966372,0.00698539118190619,0.00649249992249403,0.0134729026844799,0.000260012740624291,0.00376527109951917,na,na,na,0.00864050979007762,0.00620534129377116,0.00126807481641417,na,0,na,0.00902131574605111,0.03777392647025,na,0.00509127492884616,0.017950184712191,0.0147948581017699,na
"CMAX_ARISA_704.7",0,na,0,0,0,na,0,0,na,na,na,0,0,0,0,0,0,0.00144308658519511,0,0,0,na,na,0,0,na,0,na,na,na,0,0,na,na,0,0.000986048316367502,0,0,na,0,0.00212110393409277,0.00243411683760821,na,na,na,na,na,na,na,na,na,0,0,0.0011390637875721,0,0,0,0,0,0.00257920633650692,na,0.00261018532315794,na,0.00250514529842731,0.00222212443896858,0.000971074772757502,0.00168011256754203,0,0,na,na,na,0.00072204260051343,0.000612033661851402,0,na,0,na,0,0,na,0,0,0,na
"CMAX_ARISA_706.4",0,na,0,0,0,na,0.00176609890153849,0,na,na,na,0,0,0,0,0,0.00101204756623561,0,0,0,0,na,na,0,0.000323014535654104,na,0,na,na,na,0,0,na,na,0,0,0,0,na,0,0.000627030724505501,0.000481023089108277,na,na,na,na,na,na,na,na,na,0,0,0.000361020217132159,0,0.0029951587434134,0.00959549896594623,0,0,0.00189315145211617,na,0.00153210877972336,na,0.000689039964317931,0.00120206731576968,0.000554042661284919,0,0,0,na,na,na,0,0,0,na,0,na,0,0,na,0,0,0,na
"CMAX_ARISA_709.4",0.000291015423817462,na,0.000418023409310921,0.00654532726636332,0.00099905294980634,na,0.00203811413439153,0,na,na,na,0,0,0.0109706692108219,0.0205121486803261,0,0,0,0,0,0,na,na,0,0,na,0,na,na,na,0,0,na,na,0.000544027745415016,0,0,0,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.000939046013254649,0,0,0,0,0,0.00234311246939853,0.000365029202336187,na,0.0285540273359409,na,0.0618985901182269,0.0549790788284144,0.00235818157998166,0,0.000597029254433467,0,na,na,na,0.000653038529273227,0.000655036026981484,0,na,0,na,0,0,na,0.00181609806929574,0,0,na
"CMAX_ARISA_712.4",0.000345018285969156,na,0,0,0,na,0,0,na,na,na,0.00114305943909083,0.00042002310127057,0,0,0,0,0,0,0.00157707569963358,0.000474022279047115,na,na,0,0,na,0.000193007334278703,na,na,na,0,0,na,na,0,0,0.000467024285262834,0.00131406570328516,na,0,0,0,na,na,na,na,na,na,na,na,na,0,0.00539526436795403,0,0.000630037172193159,0,0,0,0,0.000122009760780862,na,0.0184163075578366,na,0.00874150700740643,0.00157408814893634,0,0.000671044960012321,0.00544326672006928,0.00109307870166652,na,na,na,0,0.00295816269894844,0.00143608472899901,na,0,na,0.000913031956118464,0.0022921168979618,na,0.00184909985139198,0.00594739252790684,0.00323618769888654,na
